:START_ID,:END_ID,:TYPE
14185,13906,FOLLOWS
14185,28348,FOLLOWS
14214,25869,FOLLOWS
14224,227492,FOLLOWS
14298,201074,FOLLOWS
14298,106575,FOLLOWS
14328,16530,FOLLOWS
14361,165714,FOLLOWS
14516,15843,FOLLOWS
14516,21929,FOLLOWS
14516,20350,FOLLOWS
14516,20732,FOLLOWS
14516,14810,FOLLOWS
14590,40752,FOLLOWS
14590,320744,FOLLOWS
14651,387070,FOLLOWS
14651,501086,FOLLOWS
14788,270014,FOLLOWS
14815,938,FOLLOWS
14815,15369,FOLLOWS
14815,71384,FOLLOWS
14885,256121,FOLLOWS
14885,256443,FOLLOWS
14885,271379,FOLLOWS
14885,492830,FOLLOWS
15054,20970,FOLLOWS
15054,107362,FOLLOWS
15086,133734,FOLLOWS
15086,274392,FOLLOWS
15086,274357,FOLLOWS
15086,228143,FOLLOWS
15086,268633,FOLLOWS
15086,270736,FOLLOWS
15086,275941,FOLLOWS
15086,275947,FOLLOWS
15086,71475,FOLLOWS
15086,126655,FOLLOWS
15086,276198,FOLLOWS
15086,33695,FOLLOWS
15086,230459,FOLLOWS
15144,77370,FOLLOWS
15146,275098,FOLLOWS
15149,275481,FOLLOWS
15162,277157,FOLLOWS
15162,277322,FOLLOWS
15162,20299,FOLLOWS
15195,125682,FOLLOWS
15195,35664,FOLLOWS
15195,20549,FOLLOWS
15195,20794,FOLLOWS
15264,17441,FOLLOWS
15368,276229,FOLLOWS
15369,14815,FOLLOWS
15369,19578,FOLLOWS
15369,21451,FOLLOWS
15370,1066765,FOLLOWS
15396,55637,FOLLOWS
15396,277378,FOLLOWS
15416,490291,FOLLOWS
15478,25904,FOLLOWS
15478,112903,FOLLOWS
15478,293352,FOLLOWS
15483,47184,FOLLOWS
15483,255691,FOLLOWS
15483,57219,FOLLOWS
15590,63912,FOLLOWS
15685,25869,FOLLOWS
15706,10302,FOLLOWS
15706,94746,FOLLOWS
15706,216421,FOLLOWS
15706,284512,FOLLOWS
15706,654095,FOLLOWS
15732,38248,FOLLOWS
15732,61567,FOLLOWS
15732,50484,FOLLOWS
15732,281804,FOLLOWS
15736,282716,FOLLOWS
15736,23992,FOLLOWS
15736,283260,FOLLOWS
15736,25942,FOLLOWS
15736,7417,FOLLOWS
15843,14516,FOLLOWS
15843,14810,FOLLOWS
15869,11003,FOLLOWS
15869,24970,FOLLOWS
15869,142536,FOLLOWS
15869,283813,FOLLOWS
15869,151390,FOLLOWS
15887,17441,FOLLOWS
16028,226101,FOLLOWS
16128,11957,FOLLOWS
16128,48893,FOLLOWS
16158,3557,FOLLOWS
16166,302347,FOLLOWS
16239,15736,FOLLOWS
16254,178414,FOLLOWS
16254,179469,FOLLOWS
16254,243326,FOLLOWS
16279,286108,FOLLOWS
16279,265557,FOLLOWS
16279,286224,FOLLOWS
16425,17004,FOLLOWS
16425,164062,FOLLOWS
16428,13491,FOLLOWS
16428,7759,FOLLOWS
16428,24970,FOLLOWS
16428,31326,FOLLOWS
16428,16158,FOLLOWS
16428,56111,FOLLOWS
16428,47178,FOLLOWS
16447,195329,FOLLOWS
16517,27796,FOLLOWS
16530,75978,FOLLOWS
16570,3557,FOLLOWS
16570,26499,FOLLOWS
16570,2157,FOLLOWS
16570,19612,FOLLOWS
16676,11842,FOLLOWS
16676,25869,FOLLOWS
16676,47374,FOLLOWS
16676,25524,FOLLOWS
16690,194717,FOLLOWS
16690,817325,FOLLOWS
16694,58238,FOLLOWS
16694,123749,FOLLOWS
16694,293344,FOLLOWS
16701,47386,FOLLOWS
16739,47893,FOLLOWS
16752,802485,FOLLOWS
16762,291521,FOLLOWS
16762,110438,FOLLOWS
16814,212215,FOLLOWS
16814,124111,FOLLOWS
16851,464194,FOLLOWS
16896,11842,FOLLOWS
17004,16425,FOLLOWS
17097,22115,FOLLOWS
17142,11965,FOLLOWS
17143,17145,FOLLOWS
17145,17143,FOLLOWS
17221,25301,FOLLOWS
17221,62291,FOLLOWS
17221,300332,FOLLOWS
17221,145222,FOLLOWS
17221,33411,FOLLOWS
17301,76284,FOLLOWS
17301,113862,FOLLOWS
17301,114392,FOLLOWS
17301,250749,FOLLOWS
17316,1699,FOLLOWS
17316,298142,FOLLOWS
17316,298366,FOLLOWS
17337,187581,FOLLOWS
17337,29951,FOLLOWS
17402,18336,FOLLOWS
17402,19987,FOLLOWS
17432,116798,FOLLOWS
17441,15264,FOLLOWS
17441,15887,FOLLOWS
17466,708439,FOLLOWS
17506,71875,FOLLOWS
17563,20350,FOLLOWS
17563,26512,FOLLOWS
17563,304924,FOLLOWS
17742,18336,FOLLOWS
17742,19987,FOLLOWS
17742,29658,FOLLOWS
17742,48893,FOLLOWS
17742,61039,FOLLOWS
17742,431503,FOLLOWS
17801,371,FOLLOWS
17847,18157,FOLLOWS
17847,18770,FOLLOWS
17907,371,FOLLOWS
17907,96765,FOLLOWS
17933,42415,FOLLOWS
17933,63912,FOLLOWS
18017,88007,FOLLOWS
18079,5508,FOLLOWS
18094,592,FOLLOWS
18094,11672,FOLLOWS
18094,25869,FOLLOWS
18111,153789,FOLLOWS
18124,371,FOLLOWS
18139,18144,FOLLOWS
18144,18139,FOLLOWS
18144,19613,FOLLOWS
18157,17847,FOLLOWS
18157,20230,FOLLOWS
18262,938886,FOLLOWS
18320,307904,FOLLOWS
18336,17402,FOLLOWS
18336,17742,FOLLOWS
18336,19987,FOLLOWS
18407,114193,FOLLOWS
18433,270361,FOLLOWS
18433,1000793,FOLLOWS
18438,21569,FOLLOWS
18480,11842,FOLLOWS
18480,14274,FOLLOWS
18480,3700,FOLLOWS
18480,12298,FOLLOWS
18563,4025,FOLLOWS
18596,18641,FOLLOWS
18596,49673,FOLLOWS
18596,114346,FOLLOWS
18641,18596,FOLLOWS
18641,119504,FOLLOWS
18724,274428,FOLLOWS
18738,142273,FOLLOWS
18738,62152,FOLLOWS
18770,25076,FOLLOWS
18932,310681,FOLLOWS
18932,121012,FOLLOWS
18932,215576,FOLLOWS
18932,311347,FOLLOWS
18932,311349,FOLLOWS
18995,64684,FOLLOWS
18995,64538,FOLLOWS
18995,193302,FOLLOWS
18995,312485,FOLLOWS
18995,511991,FOLLOWS
18999,49839,FOLLOWS
19053,34252,FOLLOWS
19053,21301,FOLLOWS
19053,46775,FOLLOWS
19053,117606,FOLLOWS
19053,22238,FOLLOWS
19256,46419,FOLLOWS
19256,49351,FOLLOWS
19256,75449,FOLLOWS
19294,48674,FOLLOWS
19294,297510,FOLLOWS
19400,316552,FOLLOWS
19400,317162,FOLLOWS
19468,246305,FOLLOWS
19468,23169,FOLLOWS
19479,76539,FOLLOWS
19527,109006,FOLLOWS
19567,162786,FOLLOWS
19567,19622,FOLLOWS
19567,318118,FOLLOWS
19591,296569,FOLLOWS
19591,737,FOLLOWS
19612,19613,FOLLOWS
19612,43747,FOLLOWS
19613,5508,FOLLOWS
19613,18144,FOLLOWS
19622,19567,FOLLOWS
19643,166323,FOLLOWS
19716,3700,FOLLOWS
19792,316179,FOLLOWS
19830,18995,FOLLOWS
19830,59816,FOLLOWS
19830,225031,FOLLOWS
19830,225451,FOLLOWS
19854,19864,FOLLOWS
19854,190975,FOLLOWS
19854,22238,FOLLOWS
19854,47505,FOLLOWS
19854,120908,FOLLOWS
19854,1958,FOLLOWS
19854,83342,FOLLOWS
19864,19854,FOLLOWS
19864,22238,FOLLOWS
19864,25406,FOLLOWS
19864,190975,FOLLOWS
19864,8679,FOLLOWS
19864,321198,FOLLOWS
19951,17847,FOLLOWS
19987,17742,FOLLOWS
19987,61039,FOLLOWS
19987,17402,FOLLOWS
20054,81308,FOLLOWS
20054,356436,FOLLOWS
20137,18320,FOLLOWS
20137,63912,FOLLOWS
20144,44697,FOLLOWS
20230,17097,FOLLOWS
20230,18157,FOLLOWS
20230,1339,FOLLOWS
20244,24141,FOLLOWS
20244,33563,FOLLOWS
20244,95703,FOLLOWS
20299,211574,FOLLOWS
20299,38519,FOLLOWS
20350,17563,FOLLOWS
20352,327388,FOLLOWS
20358,326843,FOLLOWS
20403,250272,FOLLOWS
20408,58952,FOLLOWS
20522,189053,FOLLOWS
20522,326469,FOLLOWS
20544,20731,FOLLOWS
20549,15195,FOLLOWS
20560,126412,FOLLOWS
20578,140546,FOLLOWS
20578,353419,FOLLOWS
20578,783344,FOLLOWS
20600,316968,FOLLOWS
20603,66805,FOLLOWS
20603,69003,FOLLOWS
20603,71519,FOLLOWS
20603,86141,FOLLOWS
20603,333573,FOLLOWS
20603,468038,FOLLOWS
20640,571958,FOLLOWS
20651,3006,FOLLOWS
20651,396202,FOLLOWS
20660,24600,FOLLOWS
20660,129917,FOLLOWS
20731,7938,FOLLOWS
20731,20544,FOLLOWS
20732,1219,FOLLOWS
20732,20350,FOLLOWS
20752,33700,FOLLOWS
20752,31159,FOLLOWS
20756,259920,FOLLOWS
20756,329793,FOLLOWS
20756,213810,FOLLOWS
20794,14616,FOLLOWS
20794,15195,FOLLOWS
20794,78464,FOLLOWS
20805,178868,FOLLOWS
20849,171099,FOLLOWS
20849,331930,FOLLOWS
20849,334940,FOLLOWS
20849,345801,FOLLOWS
20849,354290,FOLLOWS
20849,359590,FOLLOWS
20849,365776,FOLLOWS
20849,413417,FOLLOWS
20849,475197,FOLLOWS
20849,580594,FOLLOWS
20849,592794,FOLLOWS
20849,646440,FOLLOWS
20849,713295,FOLLOWS
20849,716561,FOLLOWS
20849,858882,FOLLOWS
20849,935309,FOLLOWS
20849,1087628,FOLLOWS
20882,45276,FOLLOWS
20932,5889,FOLLOWS
20932,6497,FOLLOWS
20932,7269,FOLLOWS
20932,86657,FOLLOWS
20932,140060,FOLLOWS
20932,155639,FOLLOWS
20932,205864,FOLLOWS
20932,275342,FOLLOWS
20932,369383,FOLLOWS
20932,484173,FOLLOWS
20932,507887,FOLLOWS
20932,605815,FOLLOWS
20932,796504,FOLLOWS
20932,1022498,FOLLOWS
20987,329382,FOLLOWS
20987,37011,FOLLOWS
20997,335917,FOLLOWS
20997,335482,FOLLOWS
20997,121163,FOLLOWS
20997,336511,FOLLOWS
20997,55012,FOLLOWS
20997,331562,FOLLOWS
21042,21098,FOLLOWS
21042,337187,FOLLOWS
21042,337549,FOLLOWS
21042,23543,FOLLOWS
21042,338002,FOLLOWS
21072,1811,FOLLOWS
21072,72030,FOLLOWS
21072,44663,FOLLOWS
21072,5991,FOLLOWS
21098,97369,FOLLOWS
21098,21042,FOLLOWS
21098,331566,FOLLOWS
21098,334940,FOLLOWS
21124,37444,FOLLOWS
21124,38569,FOLLOWS
21124,283294,FOLLOWS
21124,38519,FOLLOWS
21209,6405,FOLLOWS
21301,19053,FOLLOWS
21327,59409,FOLLOWS
21327,104931,FOLLOWS
21327,107195,FOLLOWS
21398,24826,FOLLOWS
21416,8942,FOLLOWS
21416,38248,FOLLOWS
21416,85179,FOLLOWS
21416,110571,FOLLOWS
21429,50717,FOLLOWS
21451,7926,FOLLOWS
21457,7891,FOLLOWS
21457,11645,FOLLOWS
21457,89328,FOLLOWS
21537,296339,FOLLOWS
21537,340802,FOLLOWS
21569,129454,FOLLOWS
21569,18438,FOLLOWS
21569,39089,FOLLOWS
21590,80817,FOLLOWS
21590,179469,FOLLOWS
21655,81243,FOLLOWS
21655,87905,FOLLOWS
21655,492830,FOLLOWS
21655,647901,FOLLOWS
21655,698170,FOLLOWS
21785,118414,FOLLOWS
21791,346946,FOLLOWS
21791,347220,FOLLOWS
21794,615373,FOLLOWS
21812,63818,FOLLOWS
21860,87135,FOLLOWS
21860,38094,FOLLOWS
21860,70008,FOLLOWS
21860,180451,FOLLOWS
21860,29059,FOLLOWS
21867,279206,FOLLOWS
21867,240174,FOLLOWS
21867,58497,FOLLOWS
21867,38094,FOLLOWS
21867,180442,FOLLOWS
21915,17441,FOLLOWS
21929,14516,FOLLOWS
21929,20350,FOLLOWS
21953,259961,FOLLOWS
21975,871120,FOLLOWS
22054,47374,FOLLOWS
22103,164227,FOLLOWS
22155,298352,FOLLOWS
