id:ID,age:INT,gender:INT,:LABEL
21098,59,1,User
21072,72,1,User
21209,64,0,User
21301,12,0,User
21254,62,1,User
21451,31,1,User
21429,74,1,User
21327,67,1,User
21457,67,1,User
21329,60,1,User
21397,12,0,User
21398,81,1,User
21590,64,1,User
21536,62,1,User
21537,66,0,User
21416,17,1,User
21569,67,0,User
21667,12,1,User
21710,12,0,User
21652,14,0,User
21785,14,1,User
21655,55,0,User
21860,64,0,User
21812,31,0,User
21807,14,1,User
21791,31,0,User
21953,12,1,User
21825,72,0,User
21867,41,0,User
21929,72,1,User
22054,57,0,User
21915,33,0,User
22083,64,1,User
21794,53,0,User
21975,55,1,User
22147,14,0,User
22115,59,0,User
22155,71,0,User
22238,45,1,User
22103,26,0,User
22140,55,1,User
22429,14,0,User
22471,14,0,User
22531,33,1,User
22465,52,0,User
22498,60,1,User
22578,16,0,User
22666,69,0,User
22539,81,1,User
22608,26,1,User
22500,66,1,User
22542,19,0,User
22707,48,1,User
22663,21,0,User
22831,69,0,User
22793,12,1,User
22795,12,1,User
23041,72,1,User
22965,12,1,User
23056,62,1,User
23059,12,1,User
22916,62,0,User
23034,33,0,User
23136,12,1,User
23035,71,0,User
23085,69,1,User
23053,22,1,User
23169,66,1,User
23269,34,0,User
23307,76,1,User
23333,16,0,User
23348,19,1,User
23376,12,1,User
23480,22,1,User
23437,60,1,User
23543,67,0,User
23645,60,1,User
23602,60,1,User
23490,66,1,User
23608,50,0,User
23711,29,0,User
23798,62,0,User
23592,12,1,User
23861,12,1,User
23929,66,0,User
23903,83,1,User
23935,31,0,User
23992,40,0,User
23945,66,1,User
24092,34,1,User
24081,12,1,User
24111,66,0,User
24112,12,1,User
24028,12,0,User
24074,71,1,User
24231,12,0,User
24221,57,1,User
24141,14,0,User
24244,67,0,User
24202,60,0,User
24273,12,1,User
24379,48,0,User
24298,66,0,User
24421,31,1,User
24528,86,1,User
24490,17,0,User
24638,78,0,User
24676,66,1,User
24687,69,1,User
24798,69,1,User
24623,17,1,User
24668,47,0,User
24670,66,0,User
24688,12,1,User
24600,53,1,User
24713,69,1,User
24826,81,0,User
24704,12,0,User
24801,50,1,User
24840,81,0,User
24746,84,1,User
24890,12,0,User
25021,33,1,User
24923,57,1,User
24944,64,1,User
24852,14,0,User
24983,76,0,User
24953,52,1,User
24970,24,0,User
24972,33,0,User
25087,74,1,User
24915,12,1,User
25003,64,1,User
25076,50,0,User
24960,64,0,User
25130,12,0,User
25118,81,0,User
24880,66,0,User
25062,72,1,User
25178,48,0,User
25225,69,1,User
24884,33,1,User
25382,41,0,User
25316,60,1,User
25301,12,1,User
25338,79,0,User
25486,52,0,User
25406,81,1,User
25437,52,1,User
25360,12,1,User
25517,67,0,User
25531,52,1,User
25524,14,1,User
25582,62,1,User
25455,12,1,User
25587,69,1,User
25616,69,0,User
25756,52,0,User
25760,67,1,User
25836,57,0,User
25725,12,0,User
25906,47,0,User
25892,55,0,User
25822,12,0,User
25869,45,1,User
25904,78,1,User
25942,38,1,User
26131,12,0,User
26136,12,0,User
26093,50,0,User
26192,57,0,User
26110,14,1,User
26150,79,0,User
26293,78,1,User
26393,12,1,User
26310,48,1,User
26476,26,0,User
26506,29,0,User
26377,29,1,User
26339,12,0,User
26512,53,0,User
26498,19,0,User
26526,62,1,User
26499,71,0,User
26381,14,1,User
26458,60,1,User
26545,81,0,User
26487,67,0,User
26641,50,0,User
26556,50,1,User
26644,83,0,User
26658,33,0,User
26701,74,0,User
26691,67,1,User
26637,45,1,User
26678,60,0,User
26818,17,1,User
26902,40,0,User
26890,62,1,User
26978,36,0,User
27051,12,1,User
26922,78,0,User
27092,52,1,User
26923,31,0,User
27057,57,0,User
27187,57,0,User
27259,48,0,User
27274,81,0,User
27308,72,0,User
27309,43,0,User
27234,14,0,User
27336,81,0,User
27393,72,0,User
27397,31,1,User
27496,69,1,User
27526,12,1,User
27540,67,0,User
27635,59,0,User
27767,71,1,User
27753,79,1,User
27796,71,0,User
27641,29,0,User
27644,78,0,User
27826,47,0,User
27890,12,0,User
27891,69,0,User
27935,33,1,User
27941,71,0,User
27868,50,1,User
28014,12,0,User
28112,84,0,User
28141,69,1,User
28075,12,0,User
28143,71,0,User
28034,17,1,User
28204,12,1,User
28210,50,1,User
28264,69,0,User
28219,59,0,User
28296,45,0,User
28354,62,1,User
28257,22,0,User
28275,83,1,User
28330,34,0,User
28184,14,0,User
28348,79,1,User
28468,62,1,User
28643,84,1,User
28798,62,0,User
28811,12,0,User
28739,62,1,User
28910,31,0,User
28966,12,1,User
28968,66,0,User
28856,14,0,User
28999,72,0,User
28904,12,0,User
28944,66,0,User
29007,12,0,User
29094,79,0,User
29059,71,0,User
29108,12,0,User
29066,69,0,User
29279,14,0,User
29544,60,1,User
29531,31,1,User
29498,50,1,User
29589,59,1,User
29658,47,1,User
29520,76,0,User
29766,14,1,User
29739,67,0,User
29852,71,1,User
29972,53,1,User
29844,66,0,User
29951,19,0,User
30020,24,1,User
30008,43,1,User
29850,14,0,User
29968,55,1,User
29939,55,1,User
30080,12,0,User
30271,50,1,User
30217,59,1,User
30221,71,1,User
30337,69,1,User
30361,12,1,User
30391,66,0,User
30419,53,1,User
30534,62,1,User
30491,59,0,User
30574,90,1,User
30480,71,1,User
30566,19,1,User
30549,55,1,User
30696,66,1,User
30614,12,1,User
30615,24,0,User
30675,41,1,User
30733,57,0,User
30911,48,0,User
31008,60,0,User
30958,60,1,User
31044,72,1,User
31099,86,0,User
31127,40,0,User
31128,84,1,User
31159,12,0,User
31146,71,1,User
31193,71,1,User
31167,57,1,User
31310,76,1,User
31169,28,1,User
31300,19,1,User
31326,78,0,User
31330,57,0,User
31286,47,0,User
31108,28,1,User
31384,62,1,User
31356,55,1,User
31416,22,1,User
31509,24,0,User
31593,74,0,User
31542,47,1,User
31570,38,1,User
31610,67,1,User
31684,74,0,User
31834,64,1,User
31864,26,1,User
31708,71,1,User
31969,47,0,User
31869,12,1,User
31971,60,1,User
31989,12,0,User
31960,69,1,User
32042,12,0,User
31943,71,1,User
31965,12,0,User
31930,71,1,User
32149,43,1,User
31993,12,0,User
32079,53,0,User
32280,14,1,User
32205,60,1,User
32235,12,0,User
32391,53,1,User
32411,12,1,User
32567,72,1,User
32542,62,1,User
32628,12,0,User
32650,62,1,User
32792,36,1,User
32636,72,1,User
32823,52,0,User
32856,12,0,User
32828,69,0,User
32698,66,1,User
32831,52,1,User
32820,59,1,User
32972,64,1,User
33033,90,0,User
33050,71,1,User
33062,59,0,User
32998,12,1,User
33106,79,1,User
33010,71,1,User
33096,48,1,User
33154,60,1,User
33140,74,0,User
33241,14,1,User
33130,78,1,User
33160,71,0,User
33209,52,1,User
33325,83,1,User
33377,12,1,User
33352,57,0,User
33330,53,1,User
33411,67,1,User
33466,69,1,User
33268,12,0,User
33461,62,0,User
33508,12,1,User
33594,12,1,User
33650,24,0,User
33595,72,0,User
33490,78,1,User
33563,41,0,User
33493,55,0,User
33685,40,0,User
33695,22,1,User
33700,52,1,User
33829,12,0,User
33831,57,0,User
33845,53,1,User
33871,74,1,User
33855,67,1,User
33924,79,1,User
33836,62,1,User
33913,24,1,User
33929,59,1,User
33964,24,0,User
34066,66,1,User
34031,16,1,User
34012,12,0,User
34060,74,1,User
34186,52,0,User
34252,62,1,User
34137,12,1,User
34275,48,0,User
34387,12,1,User
34597,67,0,User
34466,40,0,User
34685,62,1,User
34762,12,0,User
34803,69,0,User
34702,81,0,User
34716,67,1,User
34791,50,0,User
34735,16,1,User
34907,53,1,User
34868,67,0,User
34944,71,1,User
34979,60,1,User
35014,12,0,User
34955,14,0,User
35026,50,0,User
34956,76,1,User
35006,33,0,User
35131,81,0,User
35022,69,0,User
34916,33,1,User
34917,33,1,User
35066,66,1,User
35008,53,1,User
35051,43,1,User
35241,64,0,User
35097,69,0,User
35234,12,0,User
35199,48,1,User
35409,55,1,User
35497,81,1,User
35599,31,0,User
35559,84,1,User
35459,12,0,User
35515,57,0,User
35676,71,1,User
35519,53,1,User
35776,36,0,User
35664,33,0,User
35666,29,1,User
35667,64,1,User
35778,26,0,User
35852,47,1,User
35738,60,0,User
35620,47,1,User
35928,53,1,User
35745,66,0,User
35887,31,1,User
35944,12,1,User
35919,29,1,User
36042,24,1,User
35964,12,1,User
36167,12,0,User
36143,76,1,User
36126,57,1,User
36133,62,0,User
36286,12,0,User
36203,62,1,User
36177,67,1,User
36318,21,1,User
36377,41,0,User
36320,67,0,User
36332,12,0,User
36379,48,1,User
36411,59,0,User
36387,67,1,User
36375,67,1,User
36618,16,1,User
36655,33,1,User
36593,64,0,User
36753,40,1,User
36712,66,0,User
36554,31,1,User
36871,67,1,User
36873,64,1,User
36599,12,1,User
36994,12,0,User
37096,67,1,User
37011,29,1,User
36960,69,1,User
37019,86,0,User
37133,26,1,User
37263,14,0,User
37166,60,1,User
37444,33,0,User
37477,62,1,User
37470,74,1,User
37610,66,0,User
37570,71,0,User
37686,62,1,User
37528,71,0,User
37585,66,1,User
37659,22,1,User
37788,52,1,User
37733,66,0,User
37705,33,1,User
37692,55,1,User
37800,71,0,User
37765,66,1,User
37843,72,0,User
37768,22,0,User
37881,62,1,User
37900,53,1,User
37887,41,1,User
37888,57,1,User
38002,64,1,User
37916,69,1,User
38029,64,1,User
37931,64,1,User
38094,62,1,User
38267,55,0,User
38256,21,0,User
38099,69,0,User
38263,59,0,User
38248,71,0,User
38341,67,1,User
38386,17,1,User
38175,72,1,User
38407,57,0,User
38438,66,0,User
38506,81,1,User
38398,24,1,User
38559,45,1,User
38617,64,1,User
38569,67,1,User
38666,78,1,User
38519,67,1,User
38635,84,0,User
38621,53,1,User
38768,57,0,User
38854,71,0,User
38900,17,1,User
38975,76,1,User
38918,64,1,User
39038,12,1,User
39025,24,0,User
39094,17,1,User
38954,12,0,User
39089,16,1,User
39074,14,0,User
39150,60,0,User
39192,16,0,User
39429,12,1,User
39456,74,0,User
39513,60,0,User
39435,67,1,User
39606,33,0,User
39479,41,0,User
39694,74,0,User
39671,64,0,User
39756,12,1,User
39773,47,1,User
39952,67,1,User
39991,91,0,User
39924,69,1,User
39958,12,0,User
39915,55,0,User
40054,76,0,User
40014,33,0,User
40128,53,1,User
40027,71,0,User
40118,67,0,User
40149,12,0,User
40030,59,0,User
40151,28,0,User
40139,71,1,User
40273,69,0,User
40300,12,0,User
40260,28,1,User
40396,66,0,User
40361,67,1,User
40413,12,0,User
40504,24,0,User
40421,69,0,User
40378,67,0,User
40652,12,1,User
40638,22,0,User
40696,72,1,User
40463,43,1,User
40752,59,0,User
40635,31,0,User
40788,12,0,User
40846,71,1,User
40738,62,0,User
40862,21,1,User
40722,57,1,User
40896,67,1,User
40954,47,0,User
40868,98,1,User
40842,91,0,User
41047,14,0,User
41065,69,0,User
41213,79,0,User
41281,40,0,User
41113,60,1,User
41160,26,1,User
41240,12,0,User
41305,64,0,User
41348,59,0,User
41295,78,0,User
41451,52,1,User
41476,14,1,User
41480,12,0,User
41497,72,1,User
41499,33,0,User
41582,29,1,User
41472,47,0,User
41688,12,1,User
41732,76,1,User
41636,67,1,User
41637,64,1,User
41867,74,0,User
41837,90,0,User
41754,76,1,User
41858,69,1,User
41758,72,1,User
41847,57,1,User
41976,55,0,User
41850,91,0,User
42029,53,0,User
42075,72,1,User
42137,52,1,User
42140,40,1,User
42148,64,1,User
42229,76,0,User
42242,12,0,User
42115,50,0,User
42339,45,1,User
42235,76,1,User
42348,59,0,User
42385,12,1,User
42415,12,0,User
42550,59,1,User
42476,53,0,User
42477,83,1,User
42450,33,0,User
42578,67,1,User
42628,19,1,User
42592,55,0,User
42738,36,0,User
42772,55,0,User
42797,72,1,User
42672,91,0,User
42789,74,0,User
42857,69,0,User
42887,47,0,User
42872,14,0,User
42846,50,0,User
42729,53,0,User
42838,71,0,User
42864,59,0,User
42911,71,1,User
43028,67,0,User
43009,74,1,User
42988,59,1,User
43084,72,0,User
43125,66,0,User
43276,50,1,User
43271,33,0,User
43315,62,0,User
43384,55,1,User
43443,72,0,User
43445,83,0,User
43450,67,0,User
43452,40,1,User
43490,12,0,User
43518,81,0,User
43552,78,0,User
43460,83,0,User
43556,21,0,User
43580,62,0,User
43558,55,1,User
43681,52,1,User
43649,14,1,User
43714,59,1,User
43618,59,0,User
43747,66,0,User
43764,50,1,User
43882,72,0,User
43784,41,0,User
43968,90,0,User
43956,12,1,User
44047,16,0,User
44051,26,1,User
44136,14,0,User
44084,33,1,User
44094,76,0,User
44210,69,0,User
44343,12,0,User
44301,64,0,User
44309,26,1,User
44381,67,0,User
44462,29,0,User
44354,62,0,User
44478,59,1,User
44434,57,1,User
44570,74,0,User
44494,55,0,User
44532,72,0,User
44589,67,1,User
44631,52,1,User
44474,19,0,User
44663,19,1,User
44723,76,0,User
44610,52,0,User
44697,64,1,User
44839,71,0,User
44757,64,0,User
44759,17,0,User
44827,59,0,User
44903,60,1,User
44859,67,1,User
44820,66,0,User
44801,72,0,User
44768,71,0,User
45093,29,1,User
45141,59,1,User
45131,69,1,User
45144,41,1,User
45276,72,0,User
45148,57,0,User
45200,28,1,User
45306,52,1,User
45210,12,1,User
45338,76,1,User
45368,67,1,User
45434,53,0,User
45443,72,0,User
45571,66,0,User
45446,52,0,User
45561,14,1,User
45547,59,0,User
45649,62,0,User
45554,14,1,User
45666,71,0,User
45653,69,1,User
45671,43,0,User
45856,59,1,User
45860,12,0,User
45931,12,1,User
45918,55,0,User
45883,55,1,User
45852,50,0,User
46126,59,0,User
46031,12,0,User
45913,16,1,User
45914,60,1,User
46193,26,0,User
46238,57,0,User
46278,14,0,User
46338,14,0,User
46249,60,0,User
46250,40,0,User
46382,31,0,User
46259,60,0,User
46426,66,1,User
46361,19,1,User
46331,12,0,User
46335,12,0,User
46419,72,1,User
46488,60,0,User
46534,33,1,User
46376,59,1,User
46637,86,0,User
46569,12,1,User
46742,84,0,User
46786,83,1,User
46816,79,1,User
46802,53,0,User
46821,19,1,User
46822,74,1,User
46797,17,1,User
46775,71,0,User
46941,78,0,User
46924,64,1,User
46882,50,1,User
46931,52,0,User
47014,43,0,User
47059,86,1,User
46885,79,0,User
47095,31,0,User
47005,47,0,User
47096,64,1,User
47178,59,0,User
47050,57,0,User
47184,67,1,User
47052,74,0,User
47224,93,0,User
47239,48,1,User
47240,48,1,User
47175,55,0,User
47386,76,1,User
47318,55,1,User
47374,71,1,User
47376,36,1,User
47353,57,1,User
47478,52,1,User
47430,24,1,User
47601,71,1,User
47618,12,0,User
47559,14,0,User
47505,40,0,User
47882,60,0,User
47714,57,1,User
47932,12,0,User
48033,52,0,User
47893,66,1,User
48076,12,0,User
48068,72,0,User
48124,69,1,User
48196,88,1,User
48056,66,1,User
48232,14,0,User
48140,69,0,User
48025,50,0,User
48267,24,0,User
48522,62,0,User
48578,60,0,User
48579,14,1,User
48648,21,0,User
48691,16,1,User
48694,76,1,User
48680,86,0,User
48686,28,0,User
48701,71,1,User
48797,41,0,User
48595,12,1,User
48893,52,1,User
48674,36,0,User
48847,76,1,User
48944,43,0,User
49022,69,0,User
49038,31,1,User
49084,21,0,User
49086,71,1,User
48986,72,0,User
49101,71,0,User
49102,12,0,User
49202,84,0,User
49203,17,1,User
49146,12,0,User
49133,76,0,User
49191,74,0,User
49296,52,0,User
49351,12,1,User
49412,72,1,User
49286,57,0,User
49402,52,1,User
49359,28,1,User
49493,86,0,User
49425,26,1,User
49536,12,1,User
49509,62,1,User
49713,14,0,User
49595,33,1,User
49673,12,0,User
49742,12,1,User
49743,86,1,User
49731,40,1,User
49790,69,0,User
49678,64,1,User
49680,14,0,User
49839,52,1,User
49852,91,0,User
49958,81,0,User
50004,12,1,User
49754,66,0,User
50035,28,0,User
50079,71,0,User
50046,28,1,User
50196,66,0,User
50230,59,0,User
50198,67,1,User
50282,62,1,User
